timestamp,requests
0.5,60
1.5,60
2.5,60
3.5,60
4.5,60
5.5,60
6.5,60
7.5,60
8.5,60
9.5,60
10.5,60
11.5,60
12.5,60
13.5,60
14.5,60
15.5,60
16.5,60
17.5,60
18.5,60
19.5,60
20.5,60
21.5,60
22.5,60
23.5,60
24.5,60
25.5,60
26.5,60
27.5,60
28.5,60
29.5,60
30.5,60
31.5,60
32.5,60
33.5,60
34.5,60
35.5,60
36.5,60
37.5,60
38.5,60
39.5,60
40.5,60
41.5,60
42.5,60
43.5,60
44.5,60
45.5,60
46.5,60
47.5,60
48.5,60
49.5,60
50.5,60
51.5,60
52.5,60
53.5,60
54.5,60
55.5,60
56.5,60
57.5,60
58.5,60
59.5,60
60.5,60
61.5,60
62.5,60
63.5,60
64.5,60
65.5,60
66.5,60
67.5,60
68.5,60
69.5,60
70.5,60
71.5,60
72.5,60
73.5,60
74.5,60
75.5,60
76.5,60
77.5,60
78.5,60
79.5,60
80.5,60
81.5,60
82.5,60
83.5,60
84.5,60
85.5,60
86.5,60
87.5,60
88.5,60
89.5,60
90.5,60
91.5,60
92.5,60
93.5,60
94.5,60
95.5,60
96.5,60
97.5,60
98.5,60
99.5,60
100.5,60
101.5,60
102.5,60
103.5,60
104.5,60
105.5,60
106.5,60
107.5,60
108.5,60
109.5,60
110.5,60
111.5,60
112.5,60
113.5,60
114.5,60
115.5,60
116.5,60
117.5,60
118.5,60
119.5,60
120.5,60
121.5,60
122.5,60
123.5,60
124.5,60
125.5,60
126.5,60
127.5,60
128.5,60
129.5,60
130.5,60
131.5,60
132.5,60
133.5,60
134.5,60
135.5,60
136.5,60
137.5,60
138.5,60
139.5,60
140.5,60
141.5,60
142.5,60
143.5,60
144.5,60
145.5,60
146.5,60
147.5,60
148.5,60
149.5,60
150.5,60
151.5,60
152.5,60
153.5,60
154.5,60
155.5,60
156.5,60
157.5,60
158.5,60
159.5,60
160.5,60
161.5,60
162.5,60
163.5,60
164.5,60
165.5,60
166.5,60
167.5,60
168.5,60
169.5,60
170.5,60
171.5,60
172.5,60
173.5,60
174.5,60
175.5,60
176.5,60
177.5,60
178.5,60
179.5,60
180.5,60
181.5,60
182.5,60
183.5,60
184.5,60
185.5,60
186.5,60
187.5,60
188.5,60
189.5,60
190.5,60
191.5,60
192.5,60
193.5,60
194.5,60
195.5,60
196.5,60
197.5,60
198.5,60
199.5,60
200.5,60
201.5,60
202.5,60
203.5,60
204.5,60
205.5,60
206.5,60
207.5,60
208.5,60
209.5,60
210.5,60
211.5,60
212.5,60
213.5,60
214.5,60
215.5,60
216.5,60
217.5,60
218.5,60
219.5,60
220.5,60
221.5,60
222.5,60
223.5,60
224.5,60
225.5,60
226.5,60
227.5,60
228.5,60
229.5,60
230.5,60
231.5,60
232.5,60
233.5,60
234.5,60
235.5,60
236.5,60
237.5,60
238.5,60
239.5,60
240.5,60
241.5,60
242.5,60
243.5,60
244.5,60
245.5,60
246.5,60
247.5,60
248.5,60
249.5,60
250.5,60
251.5,60
252.5,60
253.5,60
254.5,60
255.5,60
256.5,60
257.5,60
258.5,60
259.5,60
260.5,60
261.5,60
262.5,60
263.5,60
264.5,60
265.5,60
266.5,60
267.5,60
268.5,60
269.5,60
270.5,60
271.5,60
272.5,60
273.5,60
274.5,60
275.5,60
276.5,60
277.5,60
278.5,60
279.5,60
280.5,60
281.5,60
282.5,60
283.5,60
284.5,60
285.5,60
286.5,60
287.5,60
288.5,60
289.5,60
290.5,60
291.5,60
292.5,60
293.5,60
294.5,60
295.5,60
296.5,60
297.5,60
298.5,60
299.5,60
300.5,60
301.5,60
302.5,60
303.5,60
304.5,60
305.5,60
306.5,60
307.5,60
308.5,60
309.5,60
310.5,60
311.5,60
312.5,60
313.5,60
314.5,60
315.5,60
316.5,60
317.5,60
318.5,60
319.5,60
320.5,60
321.5,60
322.5,60
323.5,60
324.5,60
325.5,60
326.5,60
327.5,60
328.5,60
329.5,60
330.5,60
331.5,60
332.5,60
333.5,60
334.5,60
335.5,60
336.5,60
337.5,60
338.5,60
339.5,60
340.5,60
341.5,60
342.5,60
343.5,60
344.5,60
345.5,60
346.5,60
347.5,60
348.5,60
349.5,60
350.5,60
351.5,60
352.5,60
353.5,60
354.5,60
355.5,60
356.5,60
357.5,60
358.5,60
359.5,60
360.5,60
361.5,60
362.5,60
363.5,60
364.5,60
365.5,60
366.5,60
367.5,60
368.5,60
369.5,60
370.5,60
371.5,60
372.5,60
373.5,60
374.5,60
