timestamp,requests
0.5,70
1.5,70
2.5,70
3.5,70
4.5,70
5.5,70
6.5,70
7.5,70
8.5,70
9.5,70
10.5,70
11.5,70
12.5,70
13.5,70
14.5,70
15.5,70
16.5,70
17.5,70
18.5,70
19.5,70
20.5,70
21.5,70
22.5,70
23.5,70
24.5,70
25.5,70
26.5,70
27.5,70
28.5,70
29.5,70
30.5,70
31.5,70
32.5,70
33.5,70
34.5,70
35.5,70
36.5,70
37.5,70
38.5,70
39.5,70
40.5,70
41.5,70
42.5,70
43.5,70
44.5,70
45.5,70
46.5,70
47.5,70
48.5,70
49.5,70
50.5,70
51.5,70
52.5,70
53.5,70
54.5,70
55.5,70
56.5,70
57.5,70
58.5,70
59.5,70
60.5,70
61.5,70
62.5,70
63.5,70
64.5,70
65.5,70
66.5,70
67.5,70
68.5,70
69.5,70
70.5,70
71.5,70
72.5,70
73.5,70
74.5,70
75.5,70
76.5,70
77.5,70
78.5,70
79.5,70
80.5,70
81.5,70
82.5,70
83.5,70
84.5,70
85.5,70
86.5,70
87.5,70
88.5,70
89.5,70
90.5,70
91.5,70
92.5,70
93.5,70
94.5,70
95.5,70
96.5,70
97.5,70
98.5,70
99.5,70
100.5,70
101.5,70
102.5,70
103.5,70
104.5,70
105.5,70
106.5,70
107.5,70
108.5,70
109.5,70
110.5,70
111.5,70
112.5,70
113.5,70
114.5,70
115.5,70
116.5,70
117.5,70
118.5,70
119.5,70
120.5,70
121.5,70
122.5,70
123.5,70
124.5,70
125.5,70
126.5,70
127.5,70
128.5,70
129.5,70
130.5,70
131.5,70
132.5,70
133.5,70
134.5,70
135.5,70
136.5,70
137.5,70
138.5,70
139.5,70
140.5,70
141.5,70
142.5,70
143.5,70
144.5,70
145.5,70
146.5,70
147.5,70
148.5,70
149.5,70
150.5,70
151.5,70
152.5,70
153.5,70
154.5,70
155.5,70
156.5,70
157.5,70
158.5,70
159.5,70
160.5,70
161.5,70
162.5,70
163.5,70
164.5,70
165.5,70
166.5,70
167.5,70
168.5,70
169.5,70
170.5,70
171.5,70
172.5,70
173.5,70
174.5,70
175.5,70
176.5,70
177.5,70
178.5,70
179.5,70
180.5,70
181.5,70
182.5,70
183.5,70
184.5,70
