timestamp,requests
0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,0
6.5,0
7.5,0
8.5,0
9.5,0
10.5,1
11.5,1
12.5,1
13.5,1
14.5,1
15.5,1
16.5,1
17.5,1
18.5,1
19.5,1
20.5,1
21.5,1
22.5,1
23.5,1
24.5,1
25.5,1
26.5,1
27.5,1
28.5,1
29.5,2
30.5,2
31.5,2
32.5,2
33.5,2
34.5,2
35.5,2
36.5,2
37.5,2
38.5,2
39.5,2
40.5,2
41.5,2
42.5,2
43.5,2
44.5,2
45.5,2
46.5,2
47.5,2
48.5,3
49.5,3
50.5,3
51.5,3
52.5,3
53.5,3
54.5,3
55.5,3
56.5,3
57.5,3
58.5,3
59.5,3
60.5,3
61.5,3
62.5,3
63.5,3
64.5,3
65.5,3
66.5,3
67.5,4
68.5,4
69.5,4
70.5,4
71.5,4
72.5,4
73.5,4
74.5,4
75.5,4
76.5,4
77.5,4
78.5,4
79.5,4
80.5,4
81.5,4
82.5,4
83.5,4
84.5,4
85.5,4
86.5,5
87.5,5
88.5,5
89.5,5
90.5,5
91.5,5
92.5,5
93.5,5
94.5,5
95.5,5
96.5,5
97.5,5
98.5,5
99.5,5
100.5,5
101.5,5
102.5,5
103.5,5
104.5,5
105.5,6
106.5,6
107.5,6
108.5,6
109.5,6
110.5,6
111.5,6
112.5,6
113.5,6
114.5,6
115.5,6
116.5,6
117.5,6
118.5,6
119.5,6
120.5,6
121.5,6
122.5,6
123.5,6
124.5,7
125.5,7
126.5,7
127.5,7
128.5,7
129.5,7
130.5,7
131.5,7
132.5,7
133.5,7
134.5,7
135.5,7
136.5,7
137.5,7
138.5,7
139.5,7
140.5,7
141.5,7
142.5,7
143.5,8
144.5,8
145.5,8
146.5,8
147.5,8
148.5,8
149.5,8
150.5,8
151.5,8
152.5,8
153.5,8
154.5,8
155.5,8
156.5,8
157.5,8
158.5,8
159.5,8
160.5,8
161.5,8
162.5,9
163.5,9
164.5,9
165.5,9
166.5,9
167.5,9
168.5,9
169.5,9
170.5,9
171.5,9
172.5,9
173.5,9
174.5,9
175.5,9
176.5,9
177.5,9
178.5,9
179.5,10
180.5,10
